policy,env,block,grade_true,volume_allocated
predictive-variance@lognormal-poisson,43,6,0.08853267631468308,40.0
predictive-variance@lognormal-poisson,43,7,0.18496047488108755,0.0
predictive-variance@lognormal-poisson,43,8,1.1877987694991854,40.0
predictive-variance@lognormal-poisson,43,9,1.5712300612117753,40.0
predictive-variance@lognormal-poisson,43,10,0.10540299330954513,0.0
predictive-variance@lognormal-poisson,43,11,0.14173889702780262,40.0
epistemic@lognormal-poisson,43,0,0.012038719368563865,0.0
epistemic@lognormal-poisson,43,1,0.7496405868952764,40.0
epistemic@lognormal-poisson,43,2,0.1532645005482186,0.0
epistemic@lognormal-poisson,43,3,0.032734974666625616,0.0
epistemic@lognormal-poisson,43,4,8.124931452100727,40.0
epistemic@lognormal-poisson,43,5,0.05548348952053635,0.0
epistemic@lognormal-poisson,43,6,0.08853267631468308,40.0
epistemic@lognormal-poisson,43,7,0.18496047488108755,0.0
epistemic@lognormal-poisson,43,8,1.1877987694991854,40.0
epistemic@lognormal-poisson,43,9,1.5712300612117753,40.0
epistemic@lognormal-poisson,43,10,0.10540299330954513,0.0
epistemic@lognormal-poisson,43,11,0.14173889702780262,40.0
thompson@lognormal-poisson,43,0,0.012038719368563865,0.0
thompson@lognormal-poisson,43,1,0.7496405868952764,40.0
thompson@lognormal-poisson,43,2,0.1532645005482186,0.0
thompson@lognormal-poisson,43,3,0.032734974666625616,0.0
thompson@lognormal-poisson,43,4,8.124931452100727,0.0
thompson@lognormal-poisson,43,5,0.05548348952053635,0.0
thompson@lognormal-poisson,43,6,0.08853267631468308,0.0
thompson@lognormal-poisson,43,7,0.18496047488108755,0.0
thompson@lognormal-poisson,43,8,1.1877987694991854,40.0
thompson@lognormal-poisson,43,9,1.5712300612117753,160.0
thompson@lognormal-poisson,43,10,0.10540299330954513,0.0
thompson@lognormal-poisson,43,11,0.14173889702780262,0.0
eig,44,0,0.033933766341931466,0.0
eig,44,1,0.10282988036749871,28.0
eig,44,2,1.038886278502576,31.0
eig,44,3,0.04775014047092138,11.0
eig,44,4,0.14553909609684854,5.0
eig,44,5,0.12027573060369491,16.0
eig,44,6,0.18074470866515638,18.0
eig,44,7,0.16504831298821412,20.0
eig,44,8,1.143562177776071,31.0
eig,44,9,3.2325970910722206,33.0
eig,44,10,0.21002053077415686,18.0
eig,44,11,0.7642518250301217,29.0
epig,44,0,0.033933766341931466,0.0
epig,44,1,0.10282988036749871,27.0
epig,44,2,1.038886278502576,29.0
epig,44,3,0.04775014047092138,13.0
epig,44,4,0.14553909609684854,6.0
epig,44,5,0.12027573060369491,19.0
epig,44,6,0.18074470866515638,24.0
epig,44,7,0.16504831298821412,20.0
epig,44,8,1.143562177776071,28.0
epig,44,9,3.2325970910722206,30.0
epig,44,10,0.21002053077415686,19.0
epig,44,11,0.7642518250301217,25.0
maxent,44,0,0.033933766341931466,0.0
maxent,44,1,0.10282988036749871,0.0
maxent,44,2,1.038886278502576,0.0
maxent,44,3,0.04775014047092138,0.0
maxent,44,4,0.14553909609684854,0.0
maxent,44,5,0.12027573060369491,0.0
maxent,44,6,0.18074470866515638,0.0
maxent,44,7,0.16504831298821412,1.0
maxent,44,8,1.143562177776071,2.0
maxent,44,9,3.2325970910722206,236.0
maxent,44,10,0.21002053077415686,0.0
maxent,44,11,0.7642518250301217,1.0
d-optimality,44,0,0.033933766341931466,0.0
d-optimality,44,1,0.10282988036749871,27.0
d-optimality,44,2,1.038886278502576,28.0
d-optimality,44,3,0.04775014047092138,14.0
d-optimality,44,4,0.14553909609684854,9.0
d-optimality,44,5,0.12027573060369491,17.0
d-optimality,44,6,0.18074470866515638,23.0
d-optimality,44,7,0.16504831298821412,20.0
d-optimality,44,8,1.143562177776071,29.0
d-optimality,44,9,3.2325970910722206,30.0
d-optimality,44,10,0.21002053077415686,17.0
d-optimality,44,11,0.7642518250301217,26.0
neyman,44,0,0.033933766341931466,7.0
neyman,44,1,0.10282988036749871,15.0
neyman,44,2,1.038886278502576,30.0
neyman,44,3,0.04775014047092138,8.0
neyman,44,4,0.14553909609684854,6.0
neyman,44,5,0.12027573060369491,14.0
neyman,44,6,0.18074470866515638,13.0
neyman,44,7,0.16504831298821412,18.0
neyman,44,8,1.143562177776071,30.0
neyman,44,9,3.2325970910722206,52.0
neyman,44,10,0.21002053077415686,18.0
neyman,44,11,0.7642518250301217,29.0
predictive-variance,44,0,0.033933766341931466,0.0
predictive-variance,44,1,0.10282988036749871,0.0
predictive-variance,44,2,1.038886278502576,40.0
predictive-variance,44,3,0.04775014047092138,0.0
predictive-variance,44,4,0.14553909609684854,0.0
predictive-variance,44,5,0.12027573060369491,0.0
predictive-variance,44,6,0.18074470866515638,0.0
predictive-variance,44,7,0.16504831298821412,40.0
predictive-variance,44,8,1.143562177776071,40.0
predictive-variance,44,9,3.2325970910722206,80.0
predictive-variance,44,10,0.21002053077415686,0.0
predictive-variance,44,11,0.7642518250301217,40.0
epistemic,44,0,0.033933766341931466,0.0
epistemic,44,1,0.10282988036749871,0.0
epistemic,44,2,1.038886278502576,40.0
epistemic,44,3,0.04775014047092138,0.0
epistemic,44,4,0.14553909609684854,0.0
epistemic,44,5,0.12027573060369491,0.0
epistemic,44,6,0.18074470866515638,0.0
epistemic,44,7,0.16504831298821412,40.0
epistemic,44,8,1.143562177776071,40.0
epistemic,44,9,3.2325970910722206,80.0
epistemic,44,10,0.21002053077415686,0.0
epistemic,44,11,0.7642518250301217,40.0
thompson,44,0,0.033933766341931466,0.0
thompson,44,1,0.10282988036749871,0.0
thompson,44,2,1.038886278502576,0.0
thompson,44,3,0.04775014047092138,0.0
thompson,44,4,0.14553909609684854,0.0
thompson,44,5,0.12027573060369491,0.0
thompson,44,6,0.18074470866515638,0.0
thompson,44,7,0.16504831298821412,40.0
thompson,44,8,1.143562177776071,40.0
thompson,44,9,3.2325970910722206,120.0
thompson,44,10,0.21002053077415686,0.0
thompson,44,11,0.7642518250301217,40.0
uniform,44,0,0.033933766341931466,20.0
uniform,44,1,0.10282988036749871,20.0
uniform,44,2,1.038886278502576,20.0
uniform,44,3,0.04775014047092138,20.0
uniform,44,4,0.14553909609684854,20.0
uniform,44,5,0.12027573060369491,20.0
uniform,44,6,0.18074470866515638,20.0
uniform,44,7,0.16504831298821412,20.0
uniform,44,8,1.143562177776071,20.0
uniform,44,9,3.2325970910722206,20.0
uniform,44,10,0.21002053077415686,20.0
uniform,44,11,0.7642518250301217,20.0
random,44,0,0.033933766341931466,1.0
random,44,1,0.10282988036749871,4.5
random,44,2,1.038886278502576,0.0
random,44,3,0.04775014047092138,20.0
random,44,4,0.14553909609684854,60.0
random,44,5,0.12027573060369491,12.5
random,44,6,0.18074470866515638,25.0
random,44,7,0.16504831298821412,20.0
random,44,8,1.143562177776071,21.0
random,44,9,3.2325970910722206,35.0
random,44,10,0.21002053077415686,41.0
random,44,11,0.7642518250301217,0.0
eig@gamma-poisson,44,0,0.033933766341931466,0.0
eig@gamma-poisson,44,1,0.10282988036749871,22.0
eig@gamma-poisson,44,2,1.038886278502576,25.0
eig@gamma-poisson,44,3,0.04775014047092138,21.0
eig@gamma-poisson,44,4,0.14553909609684854,7.0
eig@gamma-poisson,44,5,0.12027573060369491,19.0
eig@gamma-poisson,44,6,0.18074470866515638,23.0
eig@gamma-poisson,44,7,0.16504831298821412,25.0
eig@gamma-poisson,44,8,1.143562177776071,26.0
eig@gamma-poisson,44,9,3.2325970910722206,26.0
eig@gamma-poisson,44,10,0.21002053077415686,20.0
eig@gamma-poisson,44,11,0.7642518250301217,26.0
maxent@gamma-poisson,44,0,0.033933766341931466,0.0
maxent@gamma-poisson,44,1,0.10282988036749871,0.0
maxent@gamma-poisson,44,2,1.038886278502576,0.0
maxent@gamma-poisson,44,3,0.04775014047092138,0.0
maxent@gamma-poisson,44,4,0.14553909609684854,0.0
maxent@gamma-poisson,44,5,0.12027573060369491,0.0
maxent@gamma-poisson,44,6,0.18074470866515638,0.0
maxent@gamma-poisson,44,7,0.16504831298821412,1.0
maxent@gamma-poisson,44,8,1.143562177776071,2.0
maxent@gamma-poisson,44,9,3.2325970910722206,236.0
maxent@gamma-poisson,44,10,0.21002053077415686,0.0
maxent@gamma-poisson,44,11,0.7642518250301217,1.0
d-optimality@gamma-poisson,44,0,0.033933766341931466,0.0
d-optimality@gamma-poisson,44,1,0.10282988036749871,21.0
d-optimality@gamma-poisson,44,2,1.038886278502576,23.0
d-optimality@gamma-poisson,44,3,0.04775014047092138,23.0
d-optimality@gamma-poisson,44,4,0.14553909609684854,12.0
d-optimality@gamma-poisson,44,5,0.12027573060369491,19.0
d-optimality@gamma-poisson,44,6,0.18074470866515638,23.0
d-optimality@gamma-poisson,44,7,0.16504831298821412,25.0
d-optimality@gamma-poisson,44,8,1.143562177776071,25.0
d-optimality@gamma-poisson,44,9,3.2325970910722206,25.0
d-optimality@gamma-poisson,44,10,0.21002053077415686,19.0
d-optimality@gamma-poisson,44,11,0.7642518250301217,25.0
neyman@gamma-poisson,44,0,0.033933766341931466,7.0
neyman@gamma-poisson,44,1,0.10282988036749871,16.0
neyman@gamma-poisson,44,2,1.038886278502576,31.0
neyman@gamma-poisson,44,3,0.04775014047092138,7.0
neyman@gamma-poisson,44,4,0.14553909609684854,6.0
neyman@gamma-poisson,44,5,0.12027573060369491,14.0
neyman@gamma-poisson,44,6,0.18074470866515638,13.0
neyman@gamma-poisson,44,7,0.16504831298821412,13.0
neyman@gamma-poisson,44,8,1.143562177776071,31.0
neyman@gamma-poisson,44,9,3.2325970910722206,55.0
neyman@gamma-poisson,44,10,0.21002053077415686,18.0
neyman@gamma-poisson,44,11,0.7642518250301217,29.0
predictive-variance@gamma-poisson,44,0,0.033933766341931466,0.0
predictive-variance@gamma-poisson,44,1,0.10282988036749871,0.0
predictive-variance@gamma-poisson,44,2,1.038886278502576,40.0
predictive-variance@gamma-poisson,44,3,0.04775014047092138,0.0
predictive-variance@gamma-poisson,44,4,0.14553909609684854,0.0
predictive-variance@gamma-poisson,44,5,0.12027573060369491,0.0
predictive-variance@gamma-poisson,44,6,0.18074470866515638,0.0
predictive-variance@gamma-poisson,44,7,0.16504831298821412,40.0
predictive-variance@gamma-poisson,44,8,1.143562177776071,40.0
predictive-variance@gamma-poisson,44,9,3.2325970910722206,80.0
predictive-variance@gamma-poisson,44,10,0.21002053077415686,0.0
predictive-variance@gamma-poisson,44,11,0.7642518250301217,40.0
epistemic@gamma-poisson,44,0,0.033933766341931466,0.0
epistemic@gamma-poisson,44,1,0.10282988036749871,0.0
epistemic@gamma-poisson,44,2,1.038886278502576,40.0
epistemic@gamma-poisson,44,3,0.04775014047092138,0.0
epistemic@gamma-poisson,44,4,0.14553909609684854,0.0
epistemic@gamma-poisson,44,5,0.12027573060369491,0.0
epistemic@gamma-poisson,44,6,0.18074470866515638,0.0
epistemic@gamma-poisson,44,7,0.16504831298821412,40.0
epistemic@gamma-poisson,44,8,1.143562177776071,40.0
epistemic@gamma-poisson,44,9,3.2325970910722206,80.0
epistemic@gamma-poisson,44,10,0.21002053077415686,0.0
epistemic@gamma-poisson,44,11,0.7642518250301217,40.0
thompson@gamma-poisson,44,0,0.033933766341931466,0.0
thompson@gamma-poisson,44,1,0.10282988036749871,0.0
thompson@gamma-poisson,44,2,1.038886278502576,0.0
thompson@gamma-poisson,44,3,0.04775014047092138,40.0
thompson@gamma-poisson,44,4,0.14553909609684854,0.0
thompson@gamma-poisson,44,5,0.12027573060369491,0.0
thompson@gamma-poisson,44,6,0.18074470866515638,0.0
thompson@gamma-poisson,44,7,0.16504831298821412,40.0
thompson@gamma-poisson,44,8,1.143562177776071,0.0
thompson@gamma-poisson,44,9,3.2325970910722206,120.0
thompson@gamma-poisson,44,10,0.21002053077415686,0.0
thompson@gamma-poisson,44,11,0.7642518250301217,40.0
epig@gamma-poisson,44,0,0.033933766341931466,0.0
epig@gamma-poisson,44,1,0.10282988036749871,21.0
epig@gamma-poisson,44,2,1.038886278502576,24.0
epig@gamma-poisson,44,3,0.04775014047092138,21.0
epig@gamma-poisson,44,4,0.14553909609684854,7.0
epig@gamma-poisson,44,5,0.12027573060369491,21.0
epig@gamma-poisson,44,6,0.18074470866515638,24.0
epig@gamma-poisson,44,7,0.16504831298821412,26.0
epig@gamma-poisson,44,8,1.143562177776071,25.0
epig@gamma-poisson,44,9,3.2325970910722206,24.5
epig@gamma-poisson,44,10,0.21002053077415686,22.0
epig@gamma-poisson,44,11,0.7642518250301217,24.0
eig@lognormal-poisson,44,0,0.033933766341931466,0.0
eig@lognormal-poisson,44,1,0.10282988036749871,25.0
eig@lognormal-poisson,44,2,1.038886278502576,29.0
eig@lognormal-poisson,44,3,0.04775014047092138,13.0
eig@lognormal-poisson,44,4,0.14553909609684854,3.0
eig@lognormal-poisson,44,5,0.12027573060369491,16.0
eig@lognormal-poisson,44,6,0.18074470866515638,18.0
eig@lognormal-poisson,44,7,0.16504831298821412,27.0
eig@lognormal-poisson,44,8,1.143562177776071,30.0
eig@lognormal-poisson,44,9,3.2325970910722206,32.0
eig@lognormal-poisson,44,10,0.21002053077415686,18.0
eig@lognormal-poisson,44,11,0.7642518250301217,29.0
maxent@lognormal-poisson,44,0,0.033933766341931466,0.0
maxent@lognormal-poisson,44,1,0.10282988036749871,0.0
maxent@lognormal-poisson,44,2,1.038886278502576,0.0
maxent@lognormal-poisson,44,3,0.04775014047092138,0.0
maxent@lognormal-poisson,44,4,0.14553909609684854,0.0
maxent@lognormal-poisson,44,5,0.12027573060369491,0.0
maxent@lognormal-poisson,44,6,0.18074470866515638,0.0
maxent@lognormal-poisson,44,7,0.16504831298821412,1.0
maxent@lognormal-poisson,44,8,1.143562177776071,2.0
maxent@lognormal-poisson,44,9,3.2325970910722206,236.0
maxent@lognormal-poisson,44,10,0.21002053077415686,0.0
maxent@lognormal-poisson,44,11,0.7642518250301217,1.0
d-optimality@lognormal-poisson,44,0,0.033933766341931466,0.0
d-optimality@lognormal-poisson,44,1,0.10282988036749871,24.0
d-optimality@lognormal-poisson,44,2,1.038886278502576,27.0
d-optimality@lognormal-poisson,44,3,0.04775014047092138,19.0
d-optimality@lognormal-poisson,44,4,0.14553909609684854,7.0
d-optimality@lognormal-poisson,44,5,0.12027573060369491,16.0
d-optimality@lognormal-poisson,44,6,0.18074470866515638,21.0
d-optimality@lognormal-poisson,44,7,0.16504831298821412,25.0
d-optimality@lognormal-poisson,44,8,1.143562177776071,28.0
d-optimality@lognormal-poisson,44,9,3.2325970910722206,29.0
d-optimality@lognormal-poisson,44,10,0.21002053077415686,17.0
d-optimality@lognormal-poisson,44,11,0.7642518250301217,27.0
neyman@lognormal-poisson,44,0,0.033933766341931466,7.0
neyman@lognormal-poisson,44,1,0.10282988036749871,15.0
neyman@lognormal-poisson,44,2,1.038886278502576,30.0
neyman@lognormal-poisson,44,3,0.04775014047092138,8.0
neyman@lognormal-poisson,44,4,0.14553909609684854,6.0
neyman@lognormal-poisson,44,5,0.12027573060369491,14.0
neyman@lognormal-poisson,44,6,0.18074470866515638,13.0
neyman@lognormal-poisson,44,7,0.16504831298821412,18.0
neyman@lognormal-poisson,44,8,1.143562177776071,30.0
neyman@lognormal-poisson,44,9,3.2325970910722206,52.0
neyman@lognormal-poisson,44,10,0.21002053077415686,18.0
neyman@lognormal-poisson,44,11,0.7642518250301217,29.0
predictive-variance@lognormal-poisson,44,0,0.033933766341931466,0.0
predictive-variance@lognormal-poisson,44,1,0.10282988036749871,0.0
predictive-variance@lognormal-poisson,44,2,1.038886278502576,40.0
predictive-variance@lognormal-poisson,44,3,0.04775014047092138,0.0
predictive-variance@lognormal-poisson,44,4,0.14553909609684854,0.0
predictive-variance@lognormal-poisson,44,5,0.12027573060369491,0.0
predictive-variance@lognormal-poisson,44,6,0.18074470866515638,0.0
predictive-variance@lognormal-poisson,44,7,0.16504831298821412,40.0
predictive-variance@lognormal-poisson,44,8,1.143562177776071,40.0
predictive-variance@lognormal-poisson,44,9,3.2325970910722206,80.0
predictive-variance@lognormal-poisson,44,10,0.21002053077415686,0.0
predictive-variance@lognormal-poisson,44,11,0.7642518250301217,40.0
epistemic@lognormal-poisson,44,0,0.033933766341931466,0.0
epistemic@lognormal-poisson,44,1,0.10282988036749871,0.0
epistemic@lognormal-poisson,44,2,1.038886278502576,40.0
epistemic@lognormal-poisson,44,3,0.04775014047092138,0.0
epistemic@lognormal-poisson,44,4,0.14553909609684854,0.0
epistemic@lognormal-poisson,44,5,0.12027573060369491,0.0
epistemic@lognormal-poisson,44,6,0.18074470866515638,0.0
epistemic@lognormal-poisson,44,7,0.16504831298821412,40.0
epistemic@lognormal-poisson,44,8,1.143562177776071,40.0
epistemic@lognormal-poisson,44,9,3.2325970910722206,80.0
epistemic@lognormal-poisson,44,10,0.21002053077415686,0.0
epistemic@lognormal-poisson,44,11,0.7642518250301217,40.0
thompson@lognormal-poisson,44,0,0.033933766341931466,0.0
thompson@lognormal-poisson,44,1,0.10282988036749871,0.0
thompson@lognormal-poisson,44,2,1.038886278502576,0.0
thompson@lognormal-poisson,44,3,0.04775014047092138,0.0
thompson@lognormal-poisson,44,4,0.14553909609684854,0.0
thompson@lognormal-poisson,44,5,0.12027573060369491,0.0
thompson@lognormal-poisson,44,6,0.18074470866515638,0.0
thompson@lognormal-poisson,44,7,0.16504831298821412,40.0
thompson@lognormal-poisson,44,8,1.143562177776071,40.0
thompson@lognormal-poisson,44,9,3.2325970910722206,120.0
thompson@lognormal-poisson,44,10,0.21002053077415686,0.0
thompson@lognormal-poisson,44,11,0.7642518250301217,40.0
eig,45,0,1.343190441054215,32.0
eig,45,1,0.3490958432032827,30.0
eig,45,2,0.16518331336817813,27.0
eig,45,3,0.1329044409409116,23.0
eig,45,4,0.028476579533017472,3.0
eig,45,5,0.4049331212775387,27.0
eig,45,6,0.02168849470770455,9.0
eig,45,7,0.23149878612433566,18.0
eig,45,8,0.0720285853117735,5.0
eig,45,9,0.020403439807123804,4.0
eig,45,10,1.619823609567767,31.0
eig,45,11,0.9994126671536278,31.0
epig,45,0,1.343190441054215,29.0
epig,45,1,0.3490958432032827,28.0
epig,45,2,0.16518331336817813,24.0
epig,45,3,0.1329044409409116,22.0
epig,45,4,0.028476579533017472,7.0
epig,45,5,0.4049331212775387,27.0
epig,45,6,0.02168849470770455,9.0
epig,45,7,0.23149878612433566,17.0
epig,45,8,0.0720285853117735,9.0
epig,45,9,0.020403439807123804,6.0
epig,45,10,1.619823609567767,31.0
epig,45,11,0.9994126671536278,31.0
maxent,45,0,1.343190441054215,2.0
maxent,45,1,0.3490958432032827,0.0
maxent,45,2,0.16518331336817813,0.0
maxent,45,3,0.1329044409409116,0.0
maxent,45,4,0.028476579533017472,0.0
maxent,45,5,0.4049331212775387,0.0
maxent,45,6,0.02168849470770455,0.0
maxent,45,7,0.23149878612433566,0.0
maxent,45,8,0.0720285853117735,0.0
maxent,45,9,0.020403439807123804,0.0
maxent,45,10,1.619823609567767,236.0
maxent,45,11,0.9994126671536278,2.0
d-optimality,45,0,1.343190441054215,29.0
d-optimality,45,1,0.3490958432032827,27.0
d-optimality,45,2,0.16518331336817813,24.0
d-optimality,45,3,0.1329044409409116,23.0
d-optimality,45,4,0.028476579533017472,12.0
d-optimality,45,5,0.4049331212775387,24.0
d-optimality,45,6,0.02168849470770455,12.0
d-optimality,45,7,0.23149878612433566,18.0
d-optimality,45,8,0.0720285853117735,8.0
d-optimality,45,9,0.020403439807123804,7.0
d-optimality,45,10,1.619823609567767,28.0
d-optimality,45,11,0.9994126671536278,28.0
neyman,45,0,1.343190441054215,39.0
neyman,45,1,0.3490958432032827,19.0
neyman,45,2,0.16518331336817813,18.0
neyman,45,3,0.1329044409409116,12.0
neyman,45,4,0.028476579533017472,11.0
neyman,45,5,0.4049331212775387,21.0
neyman,45,6,0.02168849470770455,7.0
neyman,45,7,0.23149878612433566,13.0
neyman,45,8,0.0720285853117735,10.0
neyman,45,9,0.020403439807123804,9.0
neyman,45,10,1.619823609567767,45.0
neyman,45,11,0.9994126671536278,36.0
predictive-variance,45,0,1.343190441054215,40.0
predictive-variance,45,1,0.3490958432032827,40.0
predictive-variance,45,2,0.16518331336817813,0.0
predictive-variance,45,3,0.1329044409409116,40.0
predictive-variance,45,4,0.028476579533017472,0.0
predictive-variance,45,5,0.4049331212775387,0.0
predictive-variance,45,6,0.02168849470770455,0.0
predictive-variance,45,7,0.23149878612433566,40.0
predictive-variance,45,8,0.0720285853117735,0.0
predictive-variance,45,9,0.020403439807123804,0.0
predictive-variance,45,10,1.619823609567767,40.0
predictive-variance,45,11,0.9994126671536278,40.0
epistemic,45,0,1.343190441054215,40.0
epistemic,45,1,0.3490958432032827,40.0
epistemic,45,2,0.16518331336817813,0.0
epistemic,45,3,0.1329044409409116,40.0
epistemic,45,4,0.028476579533017472,0.0
epistemic,45,5,0.4049331212775387,0.0
epistemic,45,6,0.02168849470770455,0.0
epistemic,45,7,0.23149878612433566,40.0
epistemic,45,8,0.0720285853117735,0.0
epistemic,45,9,0.020403439807123804,0.0
epistemic,45,10,1.619823609567767,40.0
epistemic,45,11,0.9994126671536278,40.0
thompson,45,0,1.343190441054215,80.0
thompson,45,1,0.3490958432032827,0.0
thompson,45,2,0.16518331336817813,0.0
thompson,45,3,0.1329044409409116,40.0
thompson,45,4,0.028476579533017472,0.0
thompson,45,5,0.4049331212775387,0.0
thompson,45,6,0.02168849470770455,0.0
thompson,45,7,0.23149878612433566,40.0
thompson,45,8,0.0720285853117735,0.0
thompson,45,9,0.020403439807123804,0.0
thompson,45,10,1.619823609567767,0.0
thompson,45,11,0.9994126671536278,80.0
uniform,45,0,1.343190441054215,20.0
uniform,45,1,0.3490958432032827,20.0
uniform,45,2,0.16518331336817813,20.0
uniform,45,3,0.1329044409409116,20.0
uniform,45,4,0.028476579533017472,20.0
uniform,45,5,0.4049331212775387,20.0
uniform,45,6,0.02168849470770455,20.0
uniform,45,7,0.23149878612433566,20.0
uniform,45,8,0.0720285853117735,20.0
uniform,45,9,0.020403439807123804,20.0
uniform,45,10,1.619823609567767,20.0
uniform,45,11,0.9994126671536278,20.0
random,45,0,1.343190441054215,6.0
random,45,1,0.3490958432032827,2.0
random,45,2,0.16518331336817813,0.0
random,45,3,0.1329044409409116,7.5
random,45,4,0.028476579533017472,2.0
random,45,5,0.4049331212775387,83.0
random,45,6,0.02168849470770455,12.5
random,45,7,0.23149878612433566,61.0
random,45,8,0.0720285853117735,10.0
random,45,9,0.020403439807123804,21.0
random,45,10,1.619823609567767,5.0
random,45,11,0.9994126671536278,30.0
eig@gamma-poisson,45,0,1.343190441054215,28.0
eig@gamma-poisson,45,1,0.3490958432032827,26.0
eig@gamma-poisson,45,2,0.16518331336817813,22.0
eig@gamma-poisson,45,3,0.1329044409409116,26.0
eig@gamma-poisson,45,4,0.028476579533017472,8.0
eig@gamma-poisson,45,5,0.4049331212775387,20.0
eig@gamma-poisson,45,6,0.02168849470770455,14.0
eig@gamma-poisson,45,7,0.23149878612433566,25.0
eig@gamma-poisson,45,8,0.0720285853117735,9.0
eig@gamma-poisson,45,9,0.020403439807123804,8.0
eig@gamma-poisson,45,10,1.619823609567767,27.0
eig@gamma-poisson,45,11,0.9994126671536278,27.0
maxent@gamma-poisson,45,0,1.343190441054215,2.0
maxent@gamma-poisson,45,1,0.3490958432032827,0.0
maxent@gamma-poisson,45,2,0.16518331336817813,0.0
maxent@gamma-poisson,45,3,0.1329044409409116,0.0
maxent@gamma-poisson,45,4,0.028476579533017472,0.0
maxent@gamma-poisson,45,5,0.4049331212775387,0.0
maxent@gamma-poisson,45,6,0.02168849470770455,0.0
maxent@gamma-poisson,45,7,0.23149878612433566,0.0
maxent@gamma-poisson,45,8,0.0720285853117735,0.0
maxent@gamma-poisson,45,9,0.020403439807123804,0.0
maxent@gamma-poisson,45,10,1.619823609567767,236.0
maxent@gamma-poisson,45,11,0.9994126671536278,2.0
d-optimality@gamma-poisson,45,0,1.343190441054215,26.0
d-optimality@gamma-poisson,45,1,0.3490958432032827,25.0
d-optimality@gamma-poisson,45,2,0.16518331336817813,20.0
d-optimality@gamma-poisson,45,3,0.1329044409409116,25.0
d-optimality@gamma-poisson,45,4,0.028476579533017472,8.0
d-optimality@gamma-poisson,45,5,0.4049331212775387,19.0
d-optimality@gamma-poisson,45,6,0.02168849470770455,19.0
d-optimality@gamma-poisson,45,7,0.23149878612433566,25.0
d-optimality@gamma-poisson,45,8,0.0720285853117735,13.0
d-optimality@gamma-poisson,45,9,0.020403439807123804,10.0
d-optimality@gamma-poisson,45,10,1.619823609567767,25.0
d-optimality@gamma-poisson,45,11,0.9994126671536278,25.0
neyman@gamma-poisson,45,0,1.343190441054215,40.0
neyman@gamma-poisson,45,1,0.3490958432032827,20.0
neyman@gamma-poisson,45,2,0.16518331336817813,19.0
neyman@gamma-poisson,45,3,0.1329044409409116,12.0
neyman@gamma-poisson,45,4,0.028476579533017472,11.0
neyman@gamma-poisson,45,5,0.4049331212775387,21.0
neyman@gamma-poisson,45,6,0.02168849470770455,7.0
neyman@gamma-poisson,45,7,0.23149878612433566,9.0
neyman@gamma-poisson,45,8,0.0720285853117735,9.0
neyman@gamma-poisson,45,9,0.020403439807123804,9.0
neyman@gamma-poisson,45,10,1.619823609567767,46.0
neyman@gamma-poisson,45,11,0.9994126671536278,37.0
predictive-variance@gamma-poisson,45,0,1.343190441054215,40.0
predictive-variance@gamma-poisson,45,1,0.3490958432032827,40.0
predictive-variance@gamma-poisson,45,2,0.16518331336817813,0.0
predictive-variance@gamma-poisson,45,3,0.1329044409409116,40.0
predictive-variance@gamma-poisson,45,4,0.028476579533017472,0.0
predictive-variance@gamma-poisson,45,5,0.4049331212775387,0.0
predictive-variance@gamma-poisson,45,6,0.02168849470770455,0.0
predictive-variance@gamma-poisson,45,7,0.23149878612433566,40.0
predictive-variance@gamma-poisson,45,8,0.0720285853117735,0.0
predictive-variance@gamma-poisson,45,9,0.020403439807123804,0.0
predictive-variance@gamma-poisson,45,10,1.619823609567767,40.0
predictive-variance@gamma-poisson,45,11,0.9994126671536278,40.0
epistemic@gamma-poisson,45,0,1.343190441054215,40.0
epistemic@gamma-poisson,45,1,0.3490958432032827,40.0
epistemic@gamma-poisson,45,2,0.16518331336817813,0.0
epistemic@gamma-poisson,45,3,0.1329044409409116,40.0
epistemic@gamma-poisson,45,4,0.028476579533017472,0.0
epistemic@gamma-poisson,45,5,0.4049331212775387,0.0
epistemic@gamma-poisson,45,6,0.02168849470770455,0.0
epistemic@gamma-poisson,45,7,0.23149878612433566,40.0
epistemic@gamma-poisson,45,8,0.0720285853117735,0.0
epistemic@gamma-poisson,45,9,0.020403439807123804,0.0
epistemic@gamma-poisson,45,10,1.619823609567767,40.0
epistemic@gamma-poisson,45,11,0.9994126671536278,40.0
thompson@gamma-poisson,45,0,1.343190441054215,160.0
thompson@gamma-poisson,45,1,0.3490958432032827,0.0
thompson@gamma-poisson,45,2,0.16518331336817813,0.0
thompson@gamma-poisson,45,3,0.1329044409409116,0.0
thompson@gamma-poisson,45,4,0.028476579533017472,0.0
thompson@gamma-poisson,45,5,0.4049331212775387,0.0
thompson@gamma-poisson,45,6,0.02168849470770455,0.0
thompson@gamma-poisson,45,7,0.23149878612433566,0.0
thompson@gamma-poisson,45,8,0.0720285853117735,0.0
thompson@gamma-poisson,45,9,0.020403439807123804,0.0
thompson@gamma-poisson,45,10,1.619823609567767,80.0
thompson@gamma-poisson,45,11,0.9994126671536278,0.0
epig@gamma-poisson,45,0,1.343190441054215,26.0
epig@gamma-poisson,45,1,0.3490958432032827,26.0
epig@gamma-poisson,45,2,0.16518331336817813,20.0
epig@gamma-poisson,45,3,0.1329044409409116,24.0
epig@gamma-poisson,45,4,0.028476579533017472,9.0
