policy,env,source,flux_true,time_allocated
epig,11,22,2.61354,2.0
epig,11,23,2.22655,1.0
epig,11,24,2.3867000000000003,2.5
epig,11,25,19.975,3.0
epig,11,26,1.82757,2.0
epig,11,27,4.58613,2.5
epig,11,28,13.6351,3.0
epig,11,29,4.47224,1.5
epig,11,30,6.93208,3.0
epig,11,31,2.7389,2.5
epig,11,32,5.64386,3.0
epig,11,33,1.33143,2.0
epig,11,34,3.8735600000000003,2.0
epig,11,35,7.366759999999999,3.0
epig,11,36,10.4528,3.0
epig,11,37,2.42212,2.5
epig,11,38,8.24011,3.0
epig,11,39,13.218499999999999,3.0
epig,11,40,3.58615,3.0
epig,11,41,1.3154899999999998,1.5
epig,11,42,1.2879,1.5
epig,11,43,2.78324,2.5
epig,11,44,6.12798,3.0
epig,11,45,4.29353,3.0
epig,11,46,4.60959,3.0
epig,11,47,2.5774500000000002,1.5
maxent,11,0,4.1920399999999995,0.5
maxent,11,1,6.14073,0.0
maxent,11,2,29.6502,0.0
maxent,11,3,17.1444,0.0
maxent,11,4,12.0892,0.0
maxent,11,5,6.46926,0.5
maxent,11,6,5.827,0.0
maxent,11,7,4.8224,0.0
maxent,11,8,11.0119,0.0
maxent,11,9,17.2099,0.0
maxent,11,10,11.511700000000001,1.5
maxent,11,11,4.09145,0.0
maxent,11,12,1.37345,0.0
maxent,11,13,1.39798,0.0
maxent,11,14,4.04959,0.0
maxent,11,15,7.48797,1.0
maxent,11,16,15.249699999999999,0.0
maxent,11,17,3.07069,0.0
maxent,11,18,1.50588,0.0
maxent,11,19,2.83553,0.0
maxent,11,20,4.1920399999999995,0.5
maxent,11,21,2.32039,0.0
maxent,11,22,2.61354,0.0
maxent,11,23,2.22655,0.0
maxent,11,24,2.3867000000000003,0.0
maxent,11,25,19.975,114.0
maxent,11,26,1.82757,0.0
maxent,11,27,4.58613,0.0
maxent,11,28,13.6351,0.0
maxent,11,29,4.47224,0.0
maxent,11,30,6.93208,0.5
maxent,11,31,2.7389,0.0
maxent,11,32,5.64386,0.0
maxent,11,33,1.33143,0.0
maxent,11,34,3.8735600000000003,0.0
maxent,11,35,7.366759999999999,0.5
maxent,11,36,10.4528,0.0
maxent,11,37,2.42212,0.0
maxent,11,38,8.24011,0.0
maxent,11,39,13.218499999999999,0.0
maxent,11,40,3.58615,0.5
maxent,11,41,1.3154899999999998,0.0
maxent,11,42,1.2879,0.0
maxent,11,43,2.78324,0.0
maxent,11,44,6.12798,0.0
maxent,11,45,4.29353,0.5
maxent,11,46,4.60959,0.0
maxent,11,47,2.5774500000000002,0.0
d-optimality,11,0,4.1920399999999995,3.0
d-optimality,11,1,6.14073,2.5
d-optimality,11,2,29.6502,3.0
d-optimality,11,3,17.1444,3.0
d-optimality,11,4,12.0892,3.0
d-optimality,11,5,6.46926,3.0
d-optimality,11,6,5.827,3.0
d-optimality,11,7,4.8224,1.5
d-optimality,11,8,11.0119,3.0
d-optimality,11,9,17.2099,3.0
d-optimality,11,10,11.511700000000001,3.0
d-optimality,11,11,4.09145,2.5
d-optimality,11,12,1.37345,2.0
d-optimality,11,13,1.39798,1.0
d-optimality,11,14,4.04959,2.5
d-optimality,11,15,7.48797,3.0
d-optimality,11,16,15.249699999999999,3.0
d-optimality,11,17,3.07069,2.5
d-optimality,11,18,1.50588,1.5
d-optimality,11,19,2.83553,2.5
d-optimality,11,20,4.1920399999999995,3.0
d-optimality,11,21,2.32039,2.5
d-optimality,11,22,2.61354,2.0
d-optimality,11,23,2.22655,1.0
d-optimality,11,24,2.3867000000000003,2.5
d-optimality,11,25,19.975,3.0
d-optimality,11,26,1.82757,2.0
d-optimality,11,27,4.58613,2.5
d-optimality,11,28,13.6351,3.0
d-optimality,11,29,4.47224,1.5
d-optimality,11,30,6.93208,3.0
d-optimality,11,31,2.7389,2.5
d-optimality,11,32,5.64386,3.0
d-optimality,11,33,1.33143,2.0
d-optimality,11,34,3.8735600000000003,2.0
d-optimality,11,35,7.366759999999999,3.0
d-optimality,11,36,10.4528,3.0
d-optimality,11,37,2.42212,2.5
d-optimality,11,38,8.24011,2.5
d-optimality,11,39,13.218499999999999,3.0
d-optimality,11,40,3.58615,3.0
d-optimality,11,41,1.3154899999999998,1.5
d-optimality,11,42,1.2879,2.0
d-optimality,11,43,2.78324,2.0
d-optimality,11,44,6.12798,3.0
d-optimality,11,45,4.29353,2.5
d-optimality,11,46,4.60959,3.0
d-optimality,11,47,2.5774500000000002,2.0
neyman,11,0,4.1920399999999995,2.5
neyman,11,1,6.14073,2.5
neyman,11,2,29.6502,5.5
neyman,11,3,17.1444,4.5
neyman,11,4,12.0892,4.0
neyman,11,5,6.46926,3.0
neyman,11,6,5.827,3.0
neyman,11,7,4.8224,1.5
neyman,11,8,11.0119,3.5
neyman,11,9,17.2099,4.5
neyman,11,10,11.511700000000001,4.0
neyman,11,11,4.09145,2.0
neyman,11,12,1.37345,1.5
neyman,11,13,1.39798,1.5
neyman,11,14,4.04959,2.0
neyman,11,15,7.48797,3.0
neyman,11,16,15.249699999999999,3.5
neyman,11,17,3.07069,2.0
neyman,11,18,1.50588,1.5
neyman,11,19,2.83553,1.5
neyman,11,20,4.1920399999999995,2.5
neyman,11,21,2.32039,2.0
neyman,11,22,2.61354,1.5
neyman,11,23,2.22655,1.5
neyman,11,24,2.3867000000000003,1.5
neyman,11,25,19.975,4.5
neyman,11,26,1.82757,1.5
neyman,11,27,4.58613,2.5
neyman,11,28,13.6351,4.0
neyman,11,29,4.47224,1.5
neyman,11,30,6.93208,2.5
neyman,11,31,2.7389,2.0
neyman,11,32,5.64386,2.5
neyman,11,33,1.33143,2.0
neyman,11,34,3.8735600000000003,1.5
neyman,11,35,7.366759999999999,3.0
neyman,11,36,10.4528,3.5
neyman,11,37,2.42212,1.5
neyman,11,38,8.24011,2.5
neyman,11,39,13.218499999999999,3.5
neyman,11,40,3.58615,2.0
neyman,11,41,1.3154899999999998,1.5
neyman,11,42,1.2879,1.5
neyman,11,43,2.78324,2.0
neyman,11,44,6.12798,2.5
neyman,11,45,4.29353,2.0
neyman,11,46,4.60959,2.5
neyman,11,47,2.5774500000000002,1.5
predictive-variance,11,0,4.1920399999999995,25.0
predictive-variance,11,1,6.14073,0.5
predictive-variance,11,2,29.6502,2.0
predictive-variance,11,3,17.1444,0.0
predictive-variance,11,4,12.0892,1.0
predictive-variance,11,5,6.46926,25.0
predictive-variance,11,6,5.827,0.5
predictive-variance,11,7,4.8224,0.5
predictive-variance,11,8,11.0119,0.0
predictive-variance,11,9,17.2099,0.5
predictive-variance,11,10,11.511700000000001,25.0
predictive-variance,11,11,4.09145,0.5
predictive-variance,11,12,1.37345,0.5
predictive-variance,11,13,1.39798,0.0
predictive-variance,11,14,4.04959,0.5
predictive-variance,11,15,7.48797,25.0
predictive-variance,11,16,15.249699999999999,0.5
predictive-variance,11,17,3.07069,0.5
predictive-variance,11,18,1.50588,0.0
predictive-variance,11,19,2.83553,0.5
predictive-variance,11,20,4.1920399999999995,0.5
predictive-variance,11,21,2.32039,0.5
predictive-variance,11,22,2.61354,0.5
predictive-variance,11,23,2.22655,0.0
predictive-variance,11,24,2.3867000000000003,0.5
predictive-variance,11,25,19.975,0.5
predictive-variance,11,26,1.82757,0.5
predictive-variance,11,27,4.58613,0.5
predictive-variance,11,28,13.6351,0.0
predictive-variance,11,29,4.47224,0.5
predictive-variance,11,30,6.93208,0.5
predictive-variance,11,31,2.7389,0.5
predictive-variance,11,32,5.64386,0.5
predictive-variance,11,33,1.33143,0.0
predictive-variance,11,34,3.8735600000000003,0.5
predictive-variance,11,35,7.366759999999999,0.5
predictive-variance,11,36,10.4528,0.5
predictive-variance,11,37,2.42212,0.5
predictive-variance,11,38,8.24011,0.0
predictive-variance,11,39,13.218499999999999,0.5
predictive-variance,11,40,3.58615,0.5
predictive-variance,11,41,1.3154899999999998,0.5
predictive-variance,11,42,1.2879,0.5
predictive-variance,11,43,2.78324,0.0
predictive-variance,11,44,6.12798,1.0
predictive-variance,11,45,4.29353,0.5
predictive-variance,11,46,4.60959,0.5
predictive-variance,11,47,2.5774500000000002,0.5
epistemic,11,0,4.1920399999999995,25.0
epistemic,11,1,6.14073,0.5
epistemic,11,2,29.6502,2.0
epistemic,11,3,17.1444,0.0
epistemic,11,4,12.0892,1.0
epistemic,11,5,6.46926,25.0
epistemic,11,6,5.827,0.5
epistemic,11,7,4.8224,0.5
epistemic,11,8,11.0119,0.0
epistemic,11,9,17.2099,0.5
epistemic,11,10,11.511700000000001,25.0
epistemic,11,11,4.09145,0.5
epistemic,11,12,1.37345,0.5
epistemic,11,13,1.39798,0.0
epistemic,11,14,4.04959,0.5
epistemic,11,15,7.48797,25.0
epistemic,11,16,15.249699999999999,0.5
epistemic,11,17,3.07069,0.5
epistemic,11,18,1.50588,0.0
epistemic,11,19,2.83553,0.5
epistemic,11,20,4.1920399999999995,0.5
epistemic,11,21,2.32039,0.5
epistemic,11,22,2.61354,0.5
epistemic,11,23,2.22655,0.0
epistemic,11,24,2.3867000000000003,0.5
epistemic,11,25,19.975,0.5
epistemic,11,26,1.82757,0.5
epistemic,11,27,4.58613,0.5
epistemic,11,28,13.6351,0.0
epistemic,11,29,4.47224,0.5
epistemic,11,30,6.93208,0.5
epistemic,11,31,2.7389,0.5
epistemic,11,32,5.64386,0.5
epistemic,11,33,1.33143,0.0
epistemic,11,34,3.8735600000000003,0.5
epistemic,11,35,7.366759999999999,0.5
epistemic,11,36,10.4528,0.5
epistemic,11,37,2.42212,0.5
epistemic,11,38,8.24011,0.0
epistemic,11,39,13.218499999999999,0.5
epistemic,11,40,3.58615,0.5
epistemic,11,41,1.3154899999999998,0.5
epistemic,11,42,1.2879,0.5
epistemic,11,43,2.78324,0.0
epistemic,11,44,6.12798,1.0
epistemic,11,45,4.29353,0.5
epistemic,11,46,4.60959,0.5
epistemic,11,47,2.5774500000000002,0.5
thompson,11,0,4.1920399999999995,0.5
thompson,11,1,6.14073,0.5
thompson,11,2,29.6502,7.0
thompson,11,3,17.1444,0.0
thompson,11,4,12.0892,0.5
thompson,11,5,6.46926,0.5
thompson,11,6,5.827,0.5
thompson,11,7,4.8224,0.5
thompson,11,8,11.0119,0.0
thompson,11,9,17.2099,0.0
thompson,11,10,11.511700000000001,25.0
thompson,11,11,4.09145,0.5
thompson,11,12,1.37345,0.0
thompson,11,13,1.39798,0.0
thompson,11,14,4.04959,25.0
thompson,11,15,7.48797,0.5
thompson,11,16,15.249699999999999,25.0
thompson,11,17,3.07069,0.0
thompson,11,18,1.50588,0.0
thompson,11,19,2.83553,0.5
thompson,11,20,4.1920399999999995,0.5
thompson,11,21,2.32039,0.5
thompson,11,22,2.61354,0.0
thompson,11,23,2.22655,0.0
thompson,11,24,2.3867000000000003,0.5
thompson,11,25,19.975,0.5
thompson,11,26,1.82757,0.5
thompson,11,27,4.58613,0.5
thompson,11,28,13.6351,0.0
thompson,11,29,4.47224,0.0
thompson,11,30,6.93208,0.5
thompson,11,31,2.7389,0.5
thompson,11,32,5.64386,0.0
thompson,11,33,1.33143,0.0
thompson,11,34,3.8735600000000003,0.5
thompson,11,35,7.366759999999999,0.5
thompson,11,36,10.4528,0.0
thompson,11,37,2.42212,0.0
thompson,11,38,8.24011,0.0
thompson,11,39,13.218499999999999,0.5
thompson,11,40,3.58615,25.0
thompson,11,41,1.3154899999999998,0.0
thompson,11,42,1.2879,0.5
thompson,11,43,2.78324,0.5
thompson,11,44,6.12798,0.5
thompson,11,45,4.29353,0.5
thompson,11,46,4.60959,0.5
thompson,11,47,2.5774500000000002,0.5
uniform,11,0,4.1920399999999995,5.0
uniform,11,1,6.14073,5.0
uniform,11,2,29.6502,5.0
uniform,11,3,17.1444,5.0
uniform,11,4,12.0892,5.0
uniform,11,5,6.46926,5.0
uniform,11,6,5.827,5.0
uniform,11,7,4.8224,5.0
uniform,11,8,11.0119,5.0
uniform,11,9,17.2099,5.0
uniform,11,10,11.511700000000001,5.0
uniform,11,11,4.09145,5.0
uniform,11,12,1.37345,5.0
uniform,11,13,1.39798,5.0
uniform,11,14,4.04959,5.0
uniform,11,15,7.48797,5.0
uniform,11,16,15.249699999999999,5.0
uniform,11,17,3.07069,5.0
uniform,11,18,1.50588,5.0
uniform,11,19,2.83553,5.0
uniform,11,20,4.1920399999999995,5.0
uniform,11,21,2.32039,5.0
uniform,11,22,2.61354,5.0
uniform,11,23,2.22655,5.0
uniform,11,24,2.3867000000000003,0.0
uniform,11,25,19.975,0.0
uniform,11,26,1.82757,0.0
uniform,11,27,4.58613,0.0
uniform,11,28,13.6351,0.0
uniform,11,29,4.47224,0.0
uniform,11,30,6.93208,0.0
uniform,11,31,2.7389,0.0
uniform,11,32,5.64386,0.0
uniform,11,33,1.33143,0.0
uniform,11,34,3.8735600000000003,0.0
uniform,11,35,7.366759999999999,0.0
uniform,11,36,10.4528,0.0
uniform,11,37,2.42212,0.0
uniform,11,38,8.24011,0.0
uniform,11,39,13.218499999999999,0.0
uniform,11,40,3.58615,0.0
uniform,11,41,1.3154899999999998,0.0
uniform,11,42,1.2879,0.0
uniform,11,43,2.78324,0.0
uniform,11,44,6.12798,0.0
uniform,11,45,4.29353,0.0
uniform,11,46,4.60959,0.0
uniform,11,47,2.5774500000000002,0.0
random,11,0,4.1920399999999995,5.0
random,11,1,6.14073,0.0
random,11,2,29.6502,10.0
random,11,3,17.1444,5.0
random,11,4,12.0892,0.0
random,11,5,6.46926,0.5
random,11,6,5.827,0.0
random,11,7,4.8224,2.5
random,11,8,11.0119,0.5
random,11,9,17.2099,0.0
random,11,10,11.511700000000001,0.0
random,11,11,4.09145,1.0
random,11,12,1.37345,2.5
random,11,13,1.39798,25.0
random,11,14,4.04959,0.0
random,11,15,7.48797,0.0
random,11,16,15.249699999999999,0.0
random,11,17,3.07069,0.0
random,11,18,1.50588,0.0
random,11,19,2.83553,0.0
random,11,20,4.1920399999999995,0.0
random,11,21,2.32039,2.5
random,11,22,2.61354,1.5
random,11,23,2.22655,0.0
random,11,24,2.3867000000000003,5.0
random,11,25,19.975,0.5
random,11,26,1.82757,0.0
random,11,27,4.58613,0.0
random,11,28,13.6351,0.0
random,11,29,4.47224,1.0
random,11,30,6.93208,0.0
random,11,31,2.7389,7.5
random,11,32,5.64386,0.0
random,11,33,1.33143,0.0
random,11,34,3.8735600000000003,0.0
random,11,35,7.366759999999999,0.0
random,11,36,10.4528,0.0
random,11,37,2.42212,0.0
random,11,38,8.24011,0.0
random,11,39,13.218499999999999,0.0
random,11,40,3.58615,0.0
random,11,41,1.3154899999999998,0.0
random,11,42,1.2879,0.0
random,11,43,2.78324,25.0
random,11,44,6.12798,0.0
random,11,45,4.29353,0.0
random,11,46,4.60959,0.0
random,11,47,2.5774500000000002,25.0
eig@gamma-poisson,11,0,4.1920399999999995,2.5
eig@gamma-poisson,11,1,6.14073,2.5
eig@gamma-poisson,11,2,29.6502,2.5
eig@gamma-poisson,11,3,17.1444,2.5
eig@gamma-poisson,11,4,12.0892,2.5
eig@gamma-poisson,11,5,6.46926,2.5
eig@gamma-poisson,11,6,5.827,3.0
eig@gamma-poisson,11,7,4.8224,2.5
eig@gamma-poisson,11,8,11.0119,2.5
eig@gamma-poisson,11,9,17.2099,3.0
eig@gamma-poisson,11,10,11.511700000000001,3.0
eig@gamma-poisson,11,11,4.09145,2.5
eig@gamma-poisson,11,12,1.37345,2.5
eig@gamma-poisson,11,13,1.39798,2.0
eig@gamma-poisson,11,14,4.04959,2.5
eig@gamma-poisson,11,15,7.48797,2.5
eig@gamma-poisson,11,16,15.249699999999999,3.0
eig@gamma-poisson,11,17,3.07069,2.5
eig@gamma-poisson,11,18,1.50588,2.0
eig@gamma-poisson,11,19,2.83553,2.5
eig@gamma-poisson,11,20,4.1920399999999995,2.5
eig@gamma-poisson,11,21,2.32039,2.5
eig@gamma-poisson,11,22,2.61354,2.5
eig@gamma-poisson,11,23,2.22655,2.0
eig@gamma-poisson,11,24,2.3867000000000003,2.5
eig@gamma-poisson,11,25,19.975,3.0
eig@gamma-poisson,11,26,1.82757,2.5
eig@gamma-poisson,11,27,4.58613,2.5
eig@gamma-poisson,11,28,13.6351,2.0
eig@gamma-poisson,11,29,4.47224,2.5
eig@gamma-poisson,11,30,6.93208,2.5
eig@gamma-poisson,11,31,2.7389,2.5
eig@gamma-poisson,11,32,5.64386,2.5
eig@gamma-poisson,11,33,1.33143,2.0
eig@gamma-poisson,11,34,3.8735600000000003,2.5
eig@gamma-poisson,11,35,7.366759999999999,2.5
eig@gamma-poisson,11,36,10.4528,3.0
eig@gamma-poisson,11,37,2.42212,2.5
eig@gamma-poisson,11,38,8.24011,2.0
eig@gamma-poisson,11,39,13.218499999999999,2.5
eig@gamma-poisson,11,40,3.58615,2.5
eig@gamma-poisson,11,41,1.3154899999999998,2.5
eig@gamma-poisson,11,42,1.2879,2.5
eig@gamma-poisson,11,43,2.78324,2.0
eig@gamma-poisson,11,44,6.12798,2.5
eig@gamma-poisson,11,45,4.29353,2.5
eig@gamma-poisson,11,46,4.60959,3.0
eig@gamma-poisson,11,47,2.5774500000000002,2.5
eig@lognormal-poisson,11,0,4.1920399999999995,2.5
eig@lognormal-poisson,11,1,6.14073,2.5
eig@lognormal-poisson,11,2,29.6502,3.0
eig@lognormal-poisson,11,3,17.1444,3.0
eig@lognormal-poisson,11,4,12.0892,3.0
eig@lognormal-poisson,11,5,6.46926,2.5
eig@lognormal-poisson,11,6,5.827,3.0
eig@lognormal-poisson,11,7,4.8224,2.5
eig@lognormal-poisson,11,8,11.0119,3.0
eig@lognormal-poisson,11,9,17.2099,3.0
eig@lognormal-poisson,11,10,11.511700000000001,3.0
eig@lognormal-poisson,11,11,4.09145,2.5
eig@lognormal-poisson,11,12,1.37345,2.0
eig@lognormal-poisson,11,13,1.39798,1.0
eig@lognormal-poisson,11,14,4.04959,2.5
eig@lognormal-poisson,11,15,7.48797,2.5
eig@lognormal-poisson,11,16,15.249699999999999,3.0
eig@lognormal-poisson,11,17,3.07069,2.5
eig@lognormal-poisson,11,18,1.50588,1.5
eig@lognormal-poisson,11,19,2.83553,2.5
eig@lognormal-poisson,11,20,4.1920399999999995,2.5
eig@lognormal-poisson,11,21,2.32039,2.5
eig@lognormal-poisson,11,22,2.61354,2.5
eig@lognormal-poisson,11,23,2.22655,1.5
eig@lognormal-poisson,11,24,2.3867000000000003,2.5
eig@lognormal-poisson,11,25,19.975,3.0
eig@lognormal-poisson,11,26,1.82757,2.0
eig@lognormal-poisson,11,27,4.58613,2.5
eig@lognormal-poisson,11,28,13.6351,3.0
eig@lognormal-poisson,11,29,4.47224,2.5
eig@lognormal-poisson,11,30,6.93208,2.5
eig@lognormal-poisson,11,31,2.7389,2.5
eig@lognormal-poisson,11,32,5.64386,2.5
eig@lognormal-poisson,11,33,1.33143,2.0
eig@lognormal-poisson,11,34,3.8735600000000003,2.0
eig@lognormal-poisson,11,35,7.366759999999999,2.5
eig@lognormal-poisson,11,36,10.4528,3.0
eig@lognormal-poisson,11,37,2.42212,2.5
eig@lognormal-poisson,11,38,8.24011,2.5
eig@lognormal-poisson,11,39,13.218499999999999,3.0
eig@lognormal-poisson,11,40,3.58615,2.5
eig@lognormal-poisson,11,41,1.3154899999999998,2.0
eig@lognormal-poisson,11,42,1.2879,2.5
eig@lognormal-poisson,11,43,2.78324,2.0
eig@lognormal-poisson,11,44,6.12798,3.0
eig@lognormal-poisson,11,45,4.29353,2.5
eig@lognormal-poisson,11,46,4.60959,3.0
eig@lognormal-poisson,11,47,2.5774500000000002,2.0
eig,12,0,39.785,3.0
eig,12,1,4.46251,3.0
eig,12,2,1.30062,1.5
eig,12,3,1.43367,1.5
eig,12,4,3.0611099999999998,1.5
eig,12,5,36.3074,3.0
eig,12,6,2.6329599999999997,2.5
eig,12,7,4.7137400000000005,3.0
eig,12,8,3.6210199999999997,1.0
eig,12,9,3.1161600000000003,2.0
eig,12,10,21.274900000000002,3.0
eig,12,11,14.196,3.0
eig,12,12,1.39503,2.0
eig,12,13,2.6843600000000003,1.5
eig,12,14,7.4953899999999996,3.0
eig,12,15,4.29353,3.0
eig,12,16,2.82011,3.0
eig,12,17,4.718229999999999,2.5
eig,12,18,1.9684599999999999,2.0
eig,12,19,6.795310000000001,3.0
eig,12,20,11.511700000000001,3.0
eig,12,21,9.91469,3.0
eig,12,22,1.39676,2.0
eig,12,23,2.32298,1.0
eig,12,24,2.76179,2.0
eig,12,25,23.2348,3.0
eig,12,26,8.75952,3.0
eig,12,27,1.1101699999999999,1.5
eig,12,28,1.9367599999999998,1.0
eig,12,29,2.77051,2.0
eig,12,30,11.165899999999999,3.0
eig,12,31,5.52866,3.0
eig,12,32,3.22234,3.0
eig,12,33,9.647490000000001,3.0
eig,12,34,3.0528999999999997,2.0
eig,12,35,23.2348,3.0
eig,12,36,14.964699999999999,3.0
eig,12,37,6.805070000000001,3.0
eig,12,38,14.1805,3.0
eig,12,39,5.20141,3.0
eig,12,40,2.23799,3.0
eig,12,41,9.90104,3.0
eig,12,42,3.95732,2.0
eig,12,43,2.65463,2.0
eig,12,44,33.8577,3.5
eig,12,45,17.5015,3.0
eig,12,46,1.6837000000000002,2.0
eig,12,47,9.99789,3.0
epig,12,0,39.785,3.0
epig,12,1,4.46251,3.0
epig,12,2,1.30062,1.5
epig,12,3,1.43367,1.5
epig,12,4,3.0611099999999998,2.0
epig,12,5,36.3074,3.0
epig,12,6,2.6329599999999997,2.5
epig,12,7,4.7137400000000005,3.0
epig,12,8,3.6210199999999997,1.0
epig,12,9,3.1161600000000003,2.0
epig,12,10,21.274900000000002,3.0
epig,12,11,14.196,3.0
epig,12,12,1.39503,2.0
epig,12,13,2.6843600000000003,1.5
epig,12,14,7.4953899999999996,3.0
epig,12,15,4.29353,3.0
epig,12,16,2.82011,3.0
epig,12,17,4.718229999999999,2.5
epig,12,18,1.9684599999999999,2.0
epig,12,19,6.795310000000001,3.0
epig,12,20,11.511700000000001,3.0
epig,12,21,9.91469,3.0
epig,12,22,1.39676,2.0
epig,12,23,2.32298,1.0
epig,12,24,2.76179,2.0
epig,12,25,23.2348,3.0
epig,12,26,8.75952,3.0
epig,12,27,1.1101699999999999,1.5
epig,12,28,1.9367599999999998,1.0
epig,12,29,2.77051,2.0
epig,12,30,11.165899999999999,3.0
epig,12,31,5.52866,3.0
epig,12,32,3.22234,3.0
epig,12,33,9.647490000000001,3.0
epig,12,34,3.0528999999999997,2.0
epig,12,35,23.2348,3.0
epig,12,36,14.964699999999999,3.0
epig,12,37,6.805070000000001,3.0
epig,12,38,14.1805,3.0
epig,12,39,5.20141,3.0
epig,12,40,2.23799,3.0
epig,12,41,9.90104,3.0
epig,12,42,3.95732,2.0
epig,12,43,2.65463,2.0
epig,12,44,33.8577,3.0
epig,12,45,17.5015,3.0
epig,12,46,1.6837000000000002,2.0
epig,12,47,9.99789,3.0
maxent,12,0,39.785,114.0
maxent,12,1,4.46251,0.0
maxent,12,2,1.30062,0.0
maxent,12,3,1.43367,0.0
maxent,12,4,3.0611099999999998,0.0
maxent,12,5,36.3074,1.5
maxent,12,6,2.6329599999999997,0.0
maxent,12,7,4.7137400000000005,0.0
maxent,12,8,3.6210199999999997,0.0
maxent,12,9,3.1161600000000003,0.0
maxent,12,10,21.274900000000002,0.5
maxent,12,11,14.196,0.0
maxent,12,12,1.39503,0.0
maxent,12,13,2.6843600000000003,0.0
maxent,12,14,7.4953899999999996,0.0
maxent,12,15,4.29353,0.5
maxent,12,16,2.82011,0.0
maxent,12,17,4.718229999999999,0.0
maxent,12,18,1.9684599999999999,0.0
maxent,12,19,6.795310000000001,0.0
maxent,12,20,11.511700000000001,0.5
maxent,12,21,9.91469,0.0
maxent,12,22,1.39676,0.0
maxent,12,23,2.32298,0.0
maxent,12,24,2.76179,0.0
maxent,12,25,23.2348,1.0
maxent,12,26,8.75952,0.0
maxent,12,27,1.1101699999999999,0.0
maxent,12,28,1.9367599999999998,0.0
maxent,12,29,2.77051,0.0
maxent,12,30,11.165899999999999,0.5
maxent,12,31,5.52866,0.0
maxent,12,32,3.22234,0.0
maxent,12,33,9.647490000000001,0.0
maxent,12,34,3.0528999999999997,0.0
maxent,12,35,23.2348,0.5
maxent,12,36,14.964699999999999,0.0
maxent,12,37,6.805070000000001,0.0
maxent,12,38,14.1805,0.0
maxent,12,39,5.20141,0.0
maxent,12,40,2.23799,0.5
maxent,12,41,9.90104,0.0
maxent,12,42,3.95732,0.0
maxent,12,43,2.65463,0.0
maxent,12,44,33.8577,0.0
maxent,12,45,17.5015,0.5
maxent,12,46,1.6837000000000002,0.0
maxent,12,47,9.99789,0.0
d-optimality,12,0,39.785,3.0
d-optimality,12,1,4.46251,2.5
d-optimality,12,2,1.30062,1.5
d-optimality,12,3,1.43367,1.5
d-optimality,12,4,3.0611099999999998,2.5
d-optimality,12,5,36.3074,3.0
d-optimality,12,6,2.6329599999999997,2.5
d-optimality,12,7,4.7137400000000005,2.5
d-optimality,12,8,3.6210199999999997,1.5
d-optimality,12,9,3.1161600000000003,2.0
d-optimality,12,10,21.274900000000002,3.0
d-optimality,12,11,14.196,3.0
d-optimality,12,12,1.39503,2.0
d-optimality,12,13,2.6843600000000003,1.5
d-optimality,12,14,7.4953899999999996,3.0
d-optimality,12,15,4.29353,3.0
d-optimality,12,16,2.82011,3.0
d-optimality,12,17,4.718229999999999,2.5
d-optimality,12,18,1.9684599999999999,2.0
d-optimality,12,19,6.795310000000001,3.0
d-optimality,12,20,11.511700000000001,3.0
d-optimality,12,21,9.91469,3.0
d-optimality,12,22,1.39676,2.0
d-optimality,12,23,2.32298,1.5
d-optimality,12,24,2.76179,2.0
d-optimality,12,25,23.2348,3.0
d-optimality,12,26,8.75952,3.0
d-optimality,12,27,1.1101699999999999,1.5
d-optimality,12,28,1.9367599999999998,1.5
d-optimality,12,29,2.77051,2.0
d-optimality,12,30,11.165899999999999,3.0
d-optimality,12,31,5.52866,3.0
d-optimality,12,32,3.22234,2.5
d-optimality,12,33,9.647490000000001,3.0
d-optimality,12,34,3.0528999999999997,2.0
d-optimality,12,35,23.2348,3.0
d-optimality,12,36,14.964699999999999,3.0
d-optimality,12,37,6.805070000000001,2.5
d-optimality,12,38,14.1805,3.0
d-optimality,12,39,5.20141,3.0
d-optimality,12,40,2.23799,3.0
d-optimality,12,41,9.90104,3.0
d-optimality,12,42,3.95732,2.0
d-optimality,12,43,2.65463,2.0
d-optimality,12,44,33.8577,3.0
d-optimality,12,45,17.5015,3.0
d-optimality,12,46,1.6837000000000002,2.0
d-optimality,12,47,9.99789,3.0
neyman,12,0,39.785,5.5
neyman,12,1,4.46251,2.0
neyman,12,2,1.30062,1.5
neyman,12,3,1.43367,1.5
neyman,12,4,3.0611099999999998,1.5
neyman,12,5,36.3074,5.5
neyman,12,6,2.6329599999999997,1.5
neyman,12,7,4.7137400000000005,2.0
neyman,12,8,3.6210199999999997,1.5
neyman,12,9,3.1161600000000003,1.5
neyman,12,10,21.274900000000002,4.0
neyman,12,11,14.196,3.5
neyman,12,12,1.39503,1.5
neyman,12,13,2.6843600000000003,1.5
neyman,12,14,7.4953899999999996,3.0
neyman,12,15,4.29353,3.0
neyman,12,16,2.82011,2.5
neyman,12,17,4.718229999999999,2.0
neyman,12,18,1.9684599999999999,1.5
neyman,12,19,6.795310000000001,2.5
neyman,12,20,11.511700000000001,3.0
neyman,12,21,9.91469,2.5
neyman,12,22,1.39676,1.5
neyman,12,23,2.32298,1.5
neyman,12,24,2.76179,1.5
neyman,12,25,23.2348,4.5
neyman,12,26,8.75952,2.5
neyman,12,27,1.1101699999999999,1.5
neyman,12,28,1.9367599999999998,1.5
neyman,12,29,2.77051,1.5
neyman,12,30,11.165899999999999,3.0
