policy,env,source,flux_true,time_allocated
eig@lognormal-poisson,6,17,1.9059300000000001,2.5
eig@lognormal-poisson,6,18,2.54528,2.0
eig@lognormal-poisson,6,19,8.04879,3.0
eig@lognormal-poisson,6,20,8.630279999999999,3.0
eig@lognormal-poisson,6,21,1.50119,2.5
eig@lognormal-poisson,6,22,1.1054,2.0
eig@lognormal-poisson,6,23,1.4596,1.5
eig@lognormal-poisson,6,24,3.6438400000000004,2.5
eig@lognormal-poisson,6,25,3.3493999999999997,2.5
eig@lognormal-poisson,6,26,3.3101,3.0
eig@lognormal-poisson,6,27,6.52018,2.5
eig@lognormal-poisson,6,28,5.321960000000001,2.0
eig@lognormal-poisson,6,29,3.8450100000000003,2.5
eig@lognormal-poisson,6,30,24.154400000000003,3.0
eig@lognormal-poisson,6,31,4.2338499999999994,3.0
eig@lognormal-poisson,6,32,3.9847099999999998,2.5
eig@lognormal-poisson,6,33,1.67847,1.5
eig@lognormal-poisson,6,34,4.99226,2.5
eig@lognormal-poisson,6,35,6.93208,2.5
eig@lognormal-poisson,6,36,1.3399500000000002,2.5
eig@lognormal-poisson,6,37,8.32888,3.0
eig@lognormal-poisson,6,38,2.9702699999999997,2.0
eig@lognormal-poisson,6,39,2.22128,2.5
eig@lognormal-poisson,6,40,3.56314,2.5
eig@lognormal-poisson,6,41,3.7985599999999997,2.5
eig@lognormal-poisson,6,42,1.81945,2.0
eig@lognormal-poisson,6,43,5.70293,2.5
eig@lognormal-poisson,6,44,1.5226799999999998,2.5
eig@lognormal-poisson,6,45,13.909,3.0
eig@lognormal-poisson,6,46,2.45243,3.0
eig@lognormal-poisson,6,47,1.55376,2.5
eig,7,0,21.0791,3.0
eig,7,1,2.5755299999999997,2.5
eig,7,2,2.38376,2.0
eig,7,3,2.4157699999999998,1.5
eig,7,4,5.60085,2.5
eig,7,5,32.4782,3.0
eig,7,6,4.60959,3.0
eig,7,7,2.00455,2.0
eig,7,8,13.2166,3.0
eig,7,9,17.321099999999998,3.0
eig,7,10,15.6086,3.0
eig,7,11,2.7313099999999997,2.5
eig,7,12,7.147,3.0
eig,7,13,1.3374,1.5
eig,7,14,2.4100200000000003,2.5
eig,7,15,24.0244,3.0
eig,7,16,3.73872,2.5
eig,7,17,5.14133,2.5
eig,7,18,4.63168,2.5
eig,7,19,3.45744,2.5
eig,7,20,15.6086,3.0
eig,7,21,18.3934,3.0
eig,7,22,5.9313899999999995,3.0
eig,7,23,2.48178,1.0
eig,7,24,6.860899999999999,3.0
eig,7,25,21.274900000000002,3.0
eig,7,26,2.66961,3.0
eig,7,27,2.46511,1.0
eig,7,28,7.5220199999999995,2.5
eig,7,29,2.85358,2.5
eig,7,30,7.10019,3.0
eig,7,31,2.66961,2.5
eig,7,32,10.0077,3.0
eig,7,33,2.0254499999999998,2.0
eig,7,34,8.116389999999999,3.0
eig,7,35,13.940100000000001,3.0
eig,7,36,1.82757,2.0
eig,7,37,2.01183,2.5
eig,7,38,1.69614,1.0
eig,7,39,8.10375,2.5
eig,7,40,6.93208,3.0
eig,7,41,7.67281,3.0
eig,7,42,3.35676,1.0
eig,7,43,1.7768700000000002,1.0
eig,7,44,16.2491,3.0
eig,7,45,32.5005,3.0
eig,7,46,4.2338499999999994,2.5
eig,7,47,4.98536,3.0
epig,7,0,21.0791,3.0
epig,7,1,2.5755299999999997,2.5
epig,7,2,2.38376,2.0
epig,7,3,2.4157699999999998,1.5
epig,7,4,5.60085,2.5
epig,7,5,32.4782,3.0
epig,7,6,4.60959,3.0
epig,7,7,2.00455,2.0
epig,7,8,13.2166,3.0
epig,7,9,17.321099999999998,3.0
epig,7,10,15.6086,3.0
epig,7,11,2.7313099999999997,2.5
epig,7,12,7.147,3.0
epig,7,13,1.3374,1.5
epig,7,14,2.4100200000000003,2.5
epig,7,15,24.0244,3.0
epig,7,16,3.73872,2.5
epig,7,17,5.14133,2.5
epig,7,18,4.63168,2.5
epig,7,19,3.45744,2.5
epig,7,20,15.6086,3.0
epig,7,21,18.3934,3.0
epig,7,22,5.9313899999999995,3.0
epig,7,23,2.48178,1.0
epig,7,24,6.860899999999999,3.0
epig,7,25,21.274900000000002,3.0
epig,7,26,2.66961,3.0
epig,7,27,2.46511,1.0
epig,7,28,7.5220199999999995,2.5
epig,7,29,2.85358,2.5
epig,7,30,7.10019,3.0
epig,7,31,2.66961,2.5
epig,7,32,10.0077,3.0
epig,7,33,2.0254499999999998,2.0
epig,7,34,8.116389999999999,3.0
epig,7,35,13.940100000000001,3.0
epig,7,36,1.82757,2.0
epig,7,37,2.01183,2.5
epig,7,38,1.69614,1.0
epig,7,39,8.10375,2.5
epig,7,40,6.93208,3.0
epig,7,41,7.67281,3.0
epig,7,42,3.35676,1.0
epig,7,43,1.7768700000000002,1.0
epig,7,44,16.2491,3.0
epig,7,45,32.5005,3.0
epig,7,46,4.2338499999999994,2.5
epig,7,47,4.98536,3.0
maxent,7,0,21.0791,1.0
maxent,7,1,2.5755299999999997,0.0
maxent,7,2,2.38376,0.0
maxent,7,3,2.4157699999999998,0.0
maxent,7,4,5.60085,0.0
maxent,7,5,32.4782,4.0
maxent,7,6,4.60959,0.0
maxent,7,7,2.00455,0.0
maxent,7,8,13.2166,0.0
maxent,7,9,17.321099999999998,0.0
maxent,7,10,15.6086,0.5
maxent,7,11,2.7313099999999997,0.0
maxent,7,12,7.147,0.0
maxent,7,13,1.3374,0.0
maxent,7,14,2.4100200000000003,0.0
maxent,7,15,24.0244,0.5
maxent,7,16,3.73872,0.0
maxent,7,17,5.14133,0.0
maxent,7,18,4.63168,0.0
maxent,7,19,3.45744,0.0
maxent,7,20,15.6086,1.0
maxent,7,21,18.3934,0.0
maxent,7,22,5.9313899999999995,0.0
maxent,7,23,2.48178,0.0
maxent,7,24,6.860899999999999,0.0
maxent,7,25,21.274900000000002,1.5
maxent,7,26,2.66961,0.0
maxent,7,27,2.46511,0.0
maxent,7,28,7.5220199999999995,0.0
maxent,7,29,2.85358,0.0
maxent,7,30,7.10019,0.5
maxent,7,31,2.66961,0.0
maxent,7,32,10.0077,0.0
maxent,7,33,2.0254499999999998,0.0
maxent,7,34,8.116389999999999,0.0
maxent,7,35,13.940100000000001,0.5
maxent,7,36,1.82757,0.0
maxent,7,37,2.01183,0.0
maxent,7,38,1.69614,0.0
maxent,7,39,8.10375,0.0
maxent,7,40,6.93208,0.5
maxent,7,41,7.67281,0.0
maxent,7,42,3.35676,0.0
maxent,7,43,1.7768700000000002,0.0
maxent,7,44,16.2491,0.0
maxent,7,45,32.5005,110.0
maxent,7,46,4.2338499999999994,0.0
maxent,7,47,4.98536,0.0
d-optimality,7,0,21.0791,3.0
d-optimality,7,1,2.5755299999999997,2.5
d-optimality,7,2,2.38376,2.0
d-optimality,7,3,2.4157699999999998,1.5
d-optimality,7,4,5.60085,2.5
d-optimality,7,5,32.4782,3.0
d-optimality,7,6,4.60959,2.5
d-optimality,7,7,2.00455,2.0
d-optimality,7,8,13.2166,3.0
d-optimality,7,9,17.321099999999998,3.0
d-optimality,7,10,15.6086,3.0
d-optimality,7,11,2.7313099999999997,2.5
d-optimality,7,12,7.147,3.0
d-optimality,7,13,1.3374,1.5
d-optimality,7,14,2.4100200000000003,2.5
d-optimality,7,15,24.0244,3.0
d-optimality,7,16,3.73872,2.5
d-optimality,7,17,5.14133,2.5
d-optimality,7,18,4.63168,2.5
d-optimality,7,19,3.45744,2.5
d-optimality,7,20,15.6086,3.0
d-optimality,7,21,18.3934,3.0
d-optimality,7,22,5.9313899999999995,3.0
d-optimality,7,23,2.48178,1.0
d-optimality,7,24,6.860899999999999,3.0
d-optimality,7,25,21.274900000000002,3.0
d-optimality,7,26,2.66961,2.5
d-optimality,7,27,2.46511,1.5
d-optimality,7,28,7.5220199999999995,2.5
d-optimality,7,29,2.85358,2.5
d-optimality,7,30,7.10019,3.0
d-optimality,7,31,2.66961,2.5
d-optimality,7,32,10.0077,3.0
d-optimality,7,33,2.0254499999999998,2.0
d-optimality,7,34,8.116389999999999,3.0
d-optimality,7,35,13.940100000000001,3.0
d-optimality,7,36,1.82757,2.0
d-optimality,7,37,2.01183,2.5
d-optimality,7,38,1.69614,1.0
d-optimality,7,39,8.10375,2.5
d-optimality,7,40,6.93208,3.0
d-optimality,7,41,7.67281,3.0
d-optimality,7,42,3.35676,2.0
d-optimality,7,43,1.7768700000000002,1.0
d-optimality,7,44,16.2491,3.0
d-optimality,7,45,32.5005,3.0
d-optimality,7,46,4.2338499999999994,2.5
d-optimality,7,47,4.98536,2.5
neyman,7,0,21.0791,4.5
neyman,7,1,2.5755299999999997,1.5
neyman,7,2,2.38376,1.5
neyman,7,3,2.4157699999999998,1.5
neyman,7,4,5.60085,2.0
neyman,7,5,32.4782,5.0
neyman,7,6,4.60959,2.0
neyman,7,7,2.00455,1.5
neyman,7,8,13.2166,3.5
neyman,7,9,17.321099999999998,4.0
neyman,7,10,15.6086,4.0
neyman,7,11,2.7313099999999997,1.5
neyman,7,12,7.147,2.5
neyman,7,13,1.3374,1.5
neyman,7,14,2.4100200000000003,1.5
neyman,7,15,24.0244,4.5
neyman,7,16,3.73872,2.0
neyman,7,17,5.14133,2.0
neyman,7,18,4.63168,2.5
neyman,7,19,3.45744,1.5
neyman,7,20,15.6086,4.0
neyman,7,21,18.3934,4.0
neyman,7,22,5.9313899999999995,2.0
neyman,7,23,2.48178,1.5
neyman,7,24,6.860899999999999,2.5
neyman,7,25,21.274900000000002,4.5
neyman,7,26,2.66961,2.0
neyman,7,27,2.46511,1.5
neyman,7,28,7.5220199999999995,2.5
neyman,7,29,2.85358,2.0
neyman,7,30,7.10019,3.0
neyman,7,31,2.66961,1.5
neyman,7,32,10.0077,2.5
neyman,7,33,2.0254499999999998,1.5
neyman,7,34,8.116389999999999,2.5
neyman,7,35,13.940100000000001,3.5
neyman,7,36,1.82757,1.5
neyman,7,37,2.01183,1.5
neyman,7,38,1.69614,1.5
neyman,7,39,8.10375,2.0
neyman,7,40,6.93208,2.5
neyman,7,41,7.67281,2.5
neyman,7,42,3.35676,1.5
neyman,7,43,1.7768700000000002,1.5
neyman,7,44,16.2491,4.0
neyman,7,45,32.5005,5.5
neyman,7,46,4.2338499999999994,2.0
neyman,7,47,4.98536,2.5
predictive-variance,7,0,21.0791,25.0
predictive-variance,7,1,2.5755299999999997,0.5
predictive-variance,7,2,2.38376,0.5
predictive-variance,7,3,2.4157699999999998,0.0
predictive-variance,7,4,5.60085,0.5
predictive-variance,7,5,32.4782,25.0
predictive-variance,7,6,4.60959,0.5
predictive-variance,7,7,2.00455,0.5
predictive-variance,7,8,13.2166,0.0
predictive-variance,7,9,17.321099999999998,0.5
predictive-variance,7,10,15.6086,25.0
predictive-variance,7,11,2.7313099999999997,0.5
predictive-variance,7,12,7.147,0.5
predictive-variance,7,13,1.3374,0.0
predictive-variance,7,14,2.4100200000000003,0.5
predictive-variance,7,15,24.0244,25.0
predictive-variance,7,16,3.73872,0.5
predictive-variance,7,17,5.14133,0.5
predictive-variance,7,18,4.63168,0.0
predictive-variance,7,19,3.45744,0.5
predictive-variance,7,20,15.6086,1.0
predictive-variance,7,21,18.3934,1.0
predictive-variance,7,22,5.9313899999999995,0.5
predictive-variance,7,23,2.48178,0.0
predictive-variance,7,24,6.860899999999999,0.5
predictive-variance,7,25,21.274900000000002,1.0
predictive-variance,7,26,2.66961,0.5
predictive-variance,7,27,2.46511,0.5
predictive-variance,7,28,7.5220199999999995,0.0
predictive-variance,7,29,2.85358,0.5
predictive-variance,7,30,7.10019,0.5
predictive-variance,7,31,2.66961,0.5
predictive-variance,7,32,10.0077,0.5
predictive-variance,7,33,2.0254499999999998,0.0
predictive-variance,7,34,8.116389999999999,0.5
predictive-variance,7,35,13.940100000000001,1.0
predictive-variance,7,36,1.82757,0.5
predictive-variance,7,37,2.01183,0.5
predictive-variance,7,38,1.69614,0.0
predictive-variance,7,39,8.10375,0.5
predictive-variance,7,40,6.93208,0.5
predictive-variance,7,41,7.67281,0.5
predictive-variance,7,42,3.35676,0.5
predictive-variance,7,43,1.7768700000000002,0.0
predictive-variance,7,44,16.2491,0.5
predictive-variance,7,45,32.5005,1.0
predictive-variance,7,46,4.2338499999999994,0.5
predictive-variance,7,47,4.98536,0.5
epistemic,7,0,21.0791,25.0
epistemic,7,1,2.5755299999999997,0.5
epistemic,7,2,2.38376,0.5
epistemic,7,3,2.4157699999999998,0.0
epistemic,7,4,5.60085,0.5
epistemic,7,5,32.4782,25.0
epistemic,7,6,4.60959,0.5
epistemic,7,7,2.00455,0.5
epistemic,7,8,13.2166,0.0
epistemic,7,9,17.321099999999998,0.5
epistemic,7,10,15.6086,25.0
epistemic,7,11,2.7313099999999997,0.5
epistemic,7,12,7.147,0.5
epistemic,7,13,1.3374,0.0
epistemic,7,14,2.4100200000000003,0.5
epistemic,7,15,24.0244,25.0
epistemic,7,16,3.73872,0.5
epistemic,7,17,5.14133,0.5
epistemic,7,18,4.63168,0.0
epistemic,7,19,3.45744,0.5
epistemic,7,20,15.6086,1.0
epistemic,7,21,18.3934,1.0
epistemic,7,22,5.9313899999999995,0.5
epistemic,7,23,2.48178,0.0
epistemic,7,24,6.860899999999999,0.5
epistemic,7,25,21.274900000000002,1.0
epistemic,7,26,2.66961,0.5
epistemic,7,27,2.46511,0.5
epistemic,7,28,7.5220199999999995,0.0
epistemic,7,29,2.85358,0.5
epistemic,7,30,7.10019,0.5
epistemic,7,31,2.66961,0.5
epistemic,7,32,10.0077,0.5
epistemic,7,33,2.0254499999999998,0.0
epistemic,7,34,8.116389999999999,0.5
epistemic,7,35,13.940100000000001,1.0
epistemic,7,36,1.82757,0.5
epistemic,7,37,2.01183,0.5
epistemic,7,38,1.69614,0.0
epistemic,7,39,8.10375,0.5
epistemic,7,40,6.93208,0.5
epistemic,7,41,7.67281,0.5
epistemic,7,42,3.35676,0.5
epistemic,7,43,1.7768700000000002,0.0
epistemic,7,44,16.2491,0.5
epistemic,7,45,32.5005,1.0
epistemic,7,46,4.2338499999999994,0.5
epistemic,7,47,4.98536,0.5
thompson,7,0,21.0791,1.0
thompson,7,1,2.5755299999999997,0.5
thompson,7,2,2.38376,0.5
thompson,7,3,2.4157699999999998,0.0
thompson,7,4,5.60085,0.5
thompson,7,5,32.4782,55.0
thompson,7,6,4.60959,0.0
thompson,7,7,2.00455,0.5
thompson,7,8,13.2166,0.0
thompson,7,9,17.321099999999998,0.5
thompson,7,10,15.6086,1.0
thompson,7,11,2.7313099999999997,0.5
thompson,7,12,7.147,0.0
thompson,7,13,1.3374,0.0
thompson,7,14,2.4100200000000003,0.5
thompson,7,15,24.0244,0.5
thompson,7,16,3.73872,0.5
thompson,7,17,5.14133,0.0
thompson,7,18,4.63168,0.0
thompson,7,19,3.45744,0.0
thompson,7,20,15.6086,1.0
thompson,7,21,18.3934,0.0
thompson,7,22,5.9313899999999995,0.5
thompson,7,23,2.48178,0.0
thompson,7,24,6.860899999999999,0.0
thompson,7,25,21.274900000000002,1.0
thompson,7,26,2.66961,0.5
thompson,7,27,2.46511,0.0
thompson,7,28,7.5220199999999995,0.5
thompson,7,29,2.85358,0.0
thompson,7,30,7.10019,0.0
thompson,7,31,2.66961,0.0
thompson,7,32,10.0077,0.0
thompson,7,33,2.0254499999999998,0.0
thompson,7,34,8.116389999999999,25.0
thompson,7,35,13.940100000000001,1.0
thompson,7,36,1.82757,0.5
thompson,7,37,2.01183,25.0
thompson,7,38,1.69614,0.5
thompson,7,39,8.10375,0.5
thompson,7,40,6.93208,0.5
thompson,7,41,7.67281,0.0
thompson,7,42,3.35676,0.5
thompson,7,43,1.7768700000000002,0.0
thompson,7,44,16.2491,0.5
thompson,7,45,32.5005,1.0
thompson,7,46,4.2338499999999994,0.0
thompson,7,47,4.98536,0.0
uniform,7,0,21.0791,5.0
uniform,7,1,2.5755299999999997,5.0
uniform,7,2,2.38376,5.0
uniform,7,3,2.4157699999999998,5.0
uniform,7,4,5.60085,5.0
uniform,7,5,32.4782,5.0
uniform,7,6,4.60959,5.0
uniform,7,7,2.00455,5.0
uniform,7,8,13.2166,5.0
uniform,7,9,17.321099999999998,5.0
uniform,7,10,15.6086,5.0
uniform,7,11,2.7313099999999997,5.0
uniform,7,12,7.147,5.0
uniform,7,13,1.3374,5.0
uniform,7,14,2.4100200000000003,5.0
uniform,7,15,24.0244,5.0
uniform,7,16,3.73872,5.0
uniform,7,17,5.14133,5.0
uniform,7,18,4.63168,5.0
uniform,7,19,3.45744,5.0
uniform,7,20,15.6086,5.0
uniform,7,21,18.3934,5.0
uniform,7,22,5.9313899999999995,5.0
uniform,7,23,2.48178,5.0
uniform,7,24,6.860899999999999,0.0
uniform,7,25,21.274900000000002,0.0
uniform,7,26,2.66961,0.0
uniform,7,27,2.46511,0.0
uniform,7,28,7.5220199999999995,0.0
uniform,7,29,2.85358,0.0
uniform,7,30,7.10019,0.0
uniform,7,31,2.66961,0.0
uniform,7,32,10.0077,0.0
uniform,7,33,2.0254499999999998,0.0
uniform,7,34,8.116389999999999,0.0
uniform,7,35,13.940100000000001,0.0
uniform,7,36,1.82757,0.0
uniform,7,37,2.01183,0.0
uniform,7,38,1.69614,0.0
uniform,7,39,8.10375,0.0
uniform,7,40,6.93208,0.0
uniform,7,41,7.67281,0.0
uniform,7,42,3.35676,0.0
uniform,7,43,1.7768700000000002,0.0
uniform,7,44,16.2491,0.0
uniform,7,45,32.5005,0.0
uniform,7,46,4.2338499999999994,0.0
uniform,7,47,4.98536,0.0
random,7,0,21.0791,0.0
random,7,1,2.5755299999999997,0.5
random,7,2,2.38376,0.0
random,7,3,2.4157699999999998,0.0
random,7,4,5.60085,10.0
random,7,5,32.4782,0.0
random,7,6,4.60959,0.0
random,7,7,2.00455,0.0
random,7,8,13.2166,0.0
random,7,9,17.321099999999998,0.0
random,7,10,15.6086,25.0
random,7,11,2.7313099999999997,0.0
random,7,12,7.147,0.0
random,7,13,1.3374,0.0
random,7,14,2.4100200000000003,0.0
random,7,15,24.0244,0.0
random,7,16,3.73872,0.0
random,7,17,5.14133,0.0
random,7,18,4.63168,0.0
random,7,19,3.45744,0.0
random,7,20,15.6086,0.0
random,7,21,18.3934,0.5
random,7,22,5.9313899999999995,0.0
random,7,23,2.48178,0.0
random,7,24,6.860899999999999,30.0
random,7,25,21.274900000000002,0.0
random,7,26,2.66961,0.0
random,7,27,2.46511,1.0
random,7,28,7.5220199999999995,10.0
random,7,29,2.85358,0.0
random,7,30,7.10019,25.0
random,7,31,2.66961,0.0
random,7,32,10.0077,0.0
random,7,33,2.0254499999999998,0.0
random,7,34,8.116389999999999,0.0
random,7,35,13.940100000000001,10.0
random,7,36,1.82757,0.0
random,7,37,2.01183,5.0
random,7,38,1.69614,0.5
random,7,39,8.10375,0.0
random,7,40,6.93208,0.0
random,7,41,7.67281,0.0
random,7,42,3.35676,0.0
random,7,43,1.7768700000000002,2.5
random,7,44,16.2491,0.0
random,7,45,32.5005,0.0
random,7,46,4.2338499999999994,0.0
random,7,47,4.98536,0.0
eig@gamma-poisson,7,0,21.0791,3.0
eig@gamma-poisson,7,1,2.5755299999999997,2.5
eig@gamma-poisson,7,2,2.38376,2.5
eig@gamma-poisson,7,3,2.4157699999999998,2.0
eig@gamma-poisson,7,4,5.60085,2.5
eig@gamma-poisson,7,5,32.4782,3.0
eig@gamma-poisson,7,6,4.60959,2.5
eig@gamma-poisson,7,7,2.00455,2.5
eig@gamma-poisson,7,8,13.2166,2.0
eig@gamma-poisson,7,9,17.321099999999998,3.0
eig@gamma-poisson,7,10,15.6086,2.5
eig@gamma-poisson,7,11,2.7313099999999997,2.5
eig@gamma-poisson,7,12,7.147,2.5
eig@gamma-poisson,7,13,1.3374,2.0
eig@gamma-poisson,7,14,2.4100200000000003,2.5
eig@gamma-poisson,7,15,24.0244,3.0
eig@gamma-poisson,7,16,3.73872,2.5
eig@gamma-poisson,7,17,5.14133,2.5
eig@gamma-poisson,7,18,4.63168,2.0
eig@gamma-poisson,7,19,3.45744,2.5
eig@gamma-poisson,7,20,15.6086,3.0
eig@gamma-poisson,7,21,18.3934,3.0
eig@gamma-poisson,7,22,5.9313899999999995,2.5
eig@gamma-poisson,7,23,2.48178,2.0
eig@gamma-poisson,7,24,6.860899999999999,2.5
eig@gamma-poisson,7,25,21.274900000000002,3.0
eig@gamma-poisson,7,26,2.66961,2.5
eig@gamma-poisson,7,27,2.46511,2.5
eig@gamma-poisson,7,28,7.5220199999999995,2.0
eig@gamma-poisson,7,29,2.85358,2.5
eig@gamma-poisson,7,30,7.10019,2.5
eig@gamma-poisson,7,31,2.66961,2.5
eig@gamma-poisson,7,32,10.0077,2.5
eig@gamma-poisson,7,33,2.0254499999999998,2.0
eig@gamma-poisson,7,34,8.116389999999999,2.5
eig@gamma-poisson,7,35,13.940100000000001,3.0
eig@gamma-poisson,7,36,1.82757,2.5
eig@gamma-poisson,7,37,2.01183,2.5
eig@gamma-poisson,7,38,1.69614,2.0
eig@gamma-poisson,7,39,8.10375,2.5
eig@gamma-poisson,7,40,6.93208,2.5
eig@gamma-poisson,7,41,7.67281,2.5
eig@gamma-poisson,7,42,3.35676,2.5
eig@gamma-poisson,7,43,1.7768700000000002,2.0
eig@gamma-poisson,7,44,16.2491,2.5
eig@gamma-poisson,7,45,32.5005,3.0
eig@gamma-poisson,7,46,4.2338499999999994,2.5
eig@gamma-poisson,7,47,4.98536,2.5
eig@lognormal-poisson,7,0,21.0791,3.0
eig@lognormal-poisson,7,1,2.5755299999999997,2.5
eig@lognormal-poisson,7,2,2.38376,2.5
eig@lognormal-poisson,7,3,2.4157699999999998,2.0
eig@lognormal-poisson,7,4,5.60085,2.5
eig@lognormal-poisson,7,5,32.4782,3.0
eig@lognormal-poisson,7,6,4.60959,2.5
eig@lognormal-poisson,7,7,2.00455,2.5
eig@lognormal-poisson,7,8,13.2166,2.5
eig@lognormal-poisson,7,9,17.321099999999998,3.0
eig@lognormal-poisson,7,10,15.6086,3.0
eig@lognormal-poisson,7,11,2.7313099999999997,2.5
eig@lognormal-poisson,7,12,7.147,2.5
eig@lognormal-poisson,7,13,1.3374,1.5
eig@lognormal-poisson,7,14,2.4100200000000003,2.5
eig@lognormal-poisson,7,15,24.0244,3.0
eig@lognormal-poisson,7,16,3.73872,2.5
eig@lognormal-poisson,7,17,5.14133,2.5
eig@lognormal-poisson,7,18,4.63168,2.5
eig@lognormal-poisson,7,19,3.45744,2.5
eig@lognormal-poisson,7,20,15.6086,3.0
eig@lognormal-poisson,7,21,18.3934,3.0
eig@lognormal-poisson,7,22,5.9313899999999995,2.5
eig@lognormal-poisson,7,23,2.48178,1.0
eig@lognormal-poisson,7,24,6.860899999999999,2.5
eig@lognormal-poisson,7,25,21.274900000000002,3.0
eig@lognormal-poisson,7,26,2.66961,2.5
eig@lognormal-poisson,7,27,2.46511,1.5
eig@lognormal-poisson,7,28,7.5220199999999995,2.5
eig@lognormal-poisson,7,29,2.85358,2.5
eig@lognormal-poisson,7,30,7.10019,2.5
eig@lognormal-poisson,7,31,2.66961,2.5
eig@lognormal-poisson,7,32,10.0077,3.0
eig@lognormal-poisson,7,33,2.0254499999999998,2.0
eig@lognormal-poisson,7,34,8.116389999999999,3.0
eig@lognormal-poisson,7,35,13.940100000000001,3.0
eig@lognormal-poisson,7,36,1.82757,2.0
eig@lognormal-poisson,7,37,2.01183,2.5
eig@lognormal-poisson,7,38,1.69614,1.5
eig@lognormal-poisson,7,39,8.10375,2.5
eig@lognormal-poisson,7,40,6.93208,2.5
eig@lognormal-poisson,7,41,7.67281,3.0
eig@lognormal-poisson,7,42,3.35676,2.5
eig@lognormal-poisson,7,43,1.7768700000000002,1.5
eig@lognormal-poisson,7,44,16.2491,3.0
eig@lognormal-poisson,7,45,32.5005,3.0
eig@lognormal-poisson,7,46,4.2338499999999994,2.5
eig@lognormal-poisson,7,47,4.98536,2.5
eig,8,0,28.0429,3.0
eig,8,1,2.68348,2.5
eig,8,2,6.49933,3.0
eig,8,3,2.07663,1.0
eig,8,4,10.594999999999999,3.0
eig,8,5,6.46926,3.0
eig,8,6,9.05894,3.0
eig,8,7,1.6318,2.0
eig,8,8,1.21493,1.0
eig,8,9,1.62386,1.5
eig,8,10,24.0244,3.0
eig,8,11,5.778650000000001,3.0
eig,8,12,4.82305,3.0
eig,8,13,1.67847,1.5
eig,8,14,1.8164,1.5
eig,8,15,7.64696,3.0
eig,8,16,6.4809,3.0
eig,8,17,2.4139,2.5
eig,8,18,1.66159,1.5
eig,8,19,6.677709999999999,3.0
eig,8,20,3.56314,3.0
eig,8,21,1.12449,2.0
eig,8,22,10.3273,3.0
eig,8,23,2.5734600000000003,2.5
eig,8,24,4.74649,3.0
eig,8,25,18.9655,3.0
eig,8,26,18.192500000000003,3.0
eig,8,27,1.6608999999999998,2.0
eig,8,28,1.50405,2.0
eig,8,29,2.26457,2.0
eig,8,30,23.2348,3.0
eig,8,31,1.66756,1.5
eig,8,32,2.32255,2.0
eig,8,33,5.31828,3.0
eig,8,34,2.18873,2.0
eig,8,35,24.9058,3.0
eig,8,36,2.5441299999999996,2.5
eig,8,37,5.4362,2.5
eig,8,38,3.71193,1.0
eig,8,39,25.5046,3.0
eig,8,40,9.71441,3.0
eig,8,41,6.1742799999999995,3.0
eig,8,42,14.383799999999999,3.0
eig,8,43,1.98969,2.0
eig,8,44,5.03766,3.0
eig,8,45,4.45998,3.0
eig,8,46,16.5445,3.0
eig,8,47,11.876299999999999,3.0
epig,8,0,28.0429,3.0
epig,8,1,2.68348,2.5
epig,8,2,6.49933,3.0
epig,8,3,2.07663,1.0
epig,8,4,10.594999999999999,3.0
epig,8,5,6.46926,3.0
epig,8,6,9.05894,3.0
epig,8,7,1.6318,2.0
epig,8,8,1.21493,1.0
epig,8,9,1.62386,1.5
epig,8,10,24.0244,3.0
epig,8,11,5.778650000000001,3.0
epig,8,12,4.82305,3.0
epig,8,13,1.67847,1.5
epig,8,14,1.8164,1.5
epig,8,15,7.64696,3.0
epig,8,16,6.4809,3.0
epig,8,17,2.4139,2.5
epig,8,18,1.66159,1.5
epig,8,19,6.677709999999999,3.0
epig,8,20,3.56314,3.0
epig,8,21,1.12449,2.0
epig,8,22,10.3273,3.0
epig,8,23,2.5734600000000003,2.5
epig,8,24,4.74649,3.0
epig,8,25,18.9655,3.0
epig,8,26,18.192500000000003,3.0
epig,8,27,1.6608999999999998,2.0
epig,8,28,1.50405,2.0
epig,8,29,2.26457,2.0
epig,8,30,23.2348,3.0
epig,8,31,1.66756,1.5
epig,8,32,2.32255,2.0
epig,8,33,5.31828,3.0
epig,8,34,2.18873,2.0
epig,8,35,24.9058,3.0
epig,8,36,2.5441299999999996,2.5
epig,8,37,5.4362,2.5
epig,8,38,3.71193,1.0
epig,8,39,25.5046,3.0
epig,8,40,9.71441,3.0
epig,8,41,6.1742799999999995,3.0
epig,8,42,14.383799999999999,3.0
epig,8,43,1.98969,2.0
epig,8,44,5.03766,3.0
epig,8,45,4.45998,3.0
epig,8,46,16.5445,3.0
epig,8,47,11.876299999999999,3.0
